dates;indices
1994-03;3120.58
1994-02;3119.64
1994-01;2503.84
1993-12;3234.23
1993-11;3243.52
1993-10;2785.86
1993-09;1944.76
1993-08;3305.14
1993-07;3045.05
1993-06;2916.83
1993-05;3060.36
1993-04;3140.3
1993-03;3180.96
1993-02;3076.72
1993-01;3158.95
1992-12;2998.27
1992-11;2852.84
1992-10;3129.19
1992-09;2669.02
1992-08;2606.36
1992-07;2605.27
1992-06;2743.77
1992-05;2993.24
1992-04;2982.08
1992-03;2997.99
1992-02;3071.61
1992-01;3006.75
1991-12;3080.71
1991-11;2903.21
1991-10;2654.12
1991-09;2021.64
1991-08;2945.62
1991-07;3067.05
1991-06;4338.96
1991-05;3134.2
1991-04;3048.14
1991-03;3049.98
1991-02;2955.05
1991-01;2947.98
1990-12;2920.98
1990-11;3048.15
1990-10;3168.24
1990-09;3152.7
1990-08;1979.11
1990-07;332.84
1990-06;2560.73
1990-05;2857.66
1990-04;2940.68
1990-03;2906.43
1990-02;2876.76
1990-01;2799.08
