dates;indices
1992-09;32.83
1992-08;30.3
1992-07;35.23
1992-06;41.34
1992-05;41.34
1992-04;41.96
1992-03;41.03
1992-02;41.56
1992-01;39.51
1991-12;36.45
1991-11;37.42
1991-10;36.75
1991-09;39.59
1991-08;38.41
1991-07;37.27
1991-06;34.73
1991-05;33.72
1991-04;39.02
1991-03;32.58
1991-02;32.72
1991-01;34.78
1990-12;35.33
1990-11;33.67
1990-10;35.6
1990-09;34.93
1990-08;34.47
1990-07;35.54
1990-06;26.33
1990-05;33.89
1990-04;32.16
1990-03;35.51
1990-02;35.26
1990-01;33.17
