dates;indices
1992-09;43.87
1992-08;39.11
1992-07;50.25
1992-06;62.12
1992-05;59.79
1992-04;52.8
1992-03;52.0
1992-02;42.8
1992-01;42.28
1991-12;30.34
1991-11;44.63
1991-10;49.54
1991-09;49.1
1991-08;36.11
1991-07;53.88
1991-06;56.8
1991-05;57.77
1991-04;65.77
1991-03;60.98
1991-02;56.38
1991-01;46.54
1990-12;30.78
1990-11;50.22
1990-10;50.32
1990-09;51.8
1990-08;39.28
1990-07;51.44
1990-06;58.59
1990-05;58.66
1990-04;57.33
1990-03;51.26
1990-02;43.19
1990-01;46.43
