dates;indices
1992-09;65.48
1992-08;69.29
1992-07;63.98
1992-06;70.04
1992-05;75.91
1992-04;62.73
1992-03;68.99
1992-02;67.38
1992-01;65.67
1991-12;64.83
1991-11;71.24
1991-10;70.33
1991-09;85.56
1991-08;64.87
1991-07;73.19
1991-06;60.32
1991-05;66.22
1991-04;72.71
1991-03;69.39
1991-02;70.6
1991-01;76.2
1990-12;56.9
1990-11;69.79
1990-10;71.99
1990-09;71.81
1990-08;78.08
1990-07;69.66
1990-06;70.04
1990-05;79.28
1990-04;74.58
1990-03;76.7
1990-02;82.25
1990-01;74.88
